reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
39,84,330,82,82,0,t,1.332989250018727,None,0,82,82,93,243.82840704201953,,243.81943274999503,243.82840704201953,244.80926841701148,244.80926841701148,244.82632766704774,246.144402083999,t,1.332989250018727,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
81,90,120,83,83,0,t,1.4149472080171108,None,0,83,83,72,246.15985758404713,,246.1510133339907,246.15985758404713,247.14246283401735,247.14246283401735,247.1500865840353,248.5613440000452,t,1.4149472080171108,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
75,98,325,84,84,0,t,1.6160529169719666,None,0,84,84,89,248.57824883400463,,248.56926795904292,248.57824883400463,249.55926608404843,249.55926608404843,249.57629212504253,251.17823195899837,t,1.6160529169719666,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
38,51,3,85,85,0,l,0.8514903750037774,None,0,85,85,14,251.1944867920247,,251.18560262501705,251.1944867920247,252.19376812502742,252.19376812502742,252.19376812502742,253.06386075000046,l,0.8514903750037774,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
82,127,330,86,86,0,t,0.8148587920004502,None,0,86,86,95,253.07771491701715,,253.06901037500938,253.07771491701715,254.0774359590141,254.0774359590141,254.0774359590141,254.89585475000786,t,0.8148587920004502,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
63,88,1,87,87,0,l,0.7170520839863457,None,0,87,87,8,254.91367716703098,,254.90424287499627,254.91367716703098,255.91015008400427,255.91015008400427,255.92732883401914,256.634954750014,l,0.7170520839863457,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
62,75,10,88,88,0,t,1.0760674589546397,None,0,88,88,36,256.64922775002196,,256.64101441699313,256.64922775002196,257.6352282500011,257.6352282500011,257.64279979199637,258.7183272090042,t,1.0760674589546397,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
63,107,5,89,89,0,l,1.3905874580377713,None,0,89,89,29,258.73242941702483,,258.7242459169938,258.73242941702483,259.7188320000423,259.7188320000423,259.72622816701187,261.1109777090023,l,1.3905874580377713,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
23,44,21,90,90,0,t,1.2037377079832368,None,0,90,90,48,261.12720812502084,,261.1179343750118,261.12720812502084,262.1097797920229,262.1097797920229,262.1164684999967,263.31851762504084,t,1.2037377079832368,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
17,44,180,91,91,0,t,1.385388333001174,None,0,91,91,78,263.3336387920426,,263.32567500002915,263.3336387920426,264.3200185840251,264.3200185840251,264.34383758401964,265.7116743749939,t,1.385388333001174,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
57,91,5,92,92,0,l,2.406796834024135,None,0,92,92,26,265.7280676669907,,265.71864783403,265.7280676669907,266.70972808403894,266.70972808403894,266.72678100003395,269.11823933402775,l,2.406796834024135,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
82,88,14,93,93,0,t,1.69581358297728,None,0,93,93,44,269.1327490420081,,269.1247603340307,269.1327490420081,270.11864391702693,270.11864391702693,270.1265004170127,271.8183651670115,t,1.69581358297728,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
57,93,14,94,94,0,l,1.490459666994866,None,0,94,94,41,271.8337485420052,,271.8256825419958,271.8337485420052,272.81009541702224,272.81009541702224,272.8272531669936,274.3019087500288,l,1.490459666994866,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
36,53,330,95,95,0,t,1.2334842089912854,None,0,95,95,92,274.31696066702716,,274.3090617090347,274.31696066702716,275.30299662501784,275.30299662501784,275.3100975420093,276.54559554200387,t,1.2334842089912854,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
12,49,10,96,96,0,l,1.7891085000010207,None,0,96,96,33,276.561234917026,,276.5524758340325,276.561234917026,277.5434295000159,277.5434295000159,277.56049445900135,279.33476708404487,l,1.7891085000010207,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
95,140,21,97,97,0,l,2.504807626013644,None,0,97,97,52,279.3491488750442,,279.34099774999777,279.3491488750442,280.32685083401157,280.32685083401157,280.3440241670469,282.835978084011,l,2.504807626013644,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
24,52,330,98,98,0,t,1.0435495839919895,None,0,98,98,91,282.85098791704513,,282.84316000004765,282.85098791704513,283.8360312090372,283.8360312090372,283.84368554200046,284.8859443340334,t,1.0435495839919895,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
89,139,7,99,99,0,l,1.3211903760093264,None,0,99,99,32,284.90025720902486,,284.8921623750357,284.90025720902486,285.8854780840338,285.8854780840338,285.8937297920347,287.21255774999736,l,1.3211903760093264,None,03,001,2025-10-30_00h01.39.911,delay discounting,,2025.1.1,119.98632198593256,2025-10-30 00h01.52.555832 +0530,
