thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,instructions.stopped,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,thankyou.started,text_2.started,text_2.stopped,thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
53,0,53,[np.float64(-0.1988888888888889)],[np.float64(0.43666666666666665)],[1],[0],[0],[1.372576541005401],['target'],53,0,53,0,80.96745466599532,,,,,5,80.95829341599892,80.96745466599532,80.96745466599532,0.010897125001065433,82.33093737499439,[np.float64(-0.1988888888888889)],[np.float64(0.43666666666666665)],[1],[0],[0],[1.372576541005401],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
54,0,54,[np.float64(0.14777777777777779)],[np.float64(0.10333333333333333)],[1],[0],[0],[1.2914861669996753],['target'],54,0,54,0,82.36856737500057,,,,,10,82.35598962499353,82.36856737500057,82.36856737500057,0.024895334005123004,83.64751458300452,[np.float64(0.14777777777777779)],[np.float64(0.10333333333333333)],[1],[0],[0],[1.2914861669996753],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
55,0,55,[np.float64(0.33666666666666667)],[np.float64(-0.06555555555555556)],[1],[0],[0],[1.1546738750039367],['target'],55,0,55,0,83.66879637500097,,,,,5,83.65930487500736,83.66879637500097,83.66879637500097,0.011646833998383954,84.81404583300173,[np.float64(0.33666666666666667)],[np.float64(-0.06555555555555556)],[1],[0],[0],[1.1546738750039367],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
56,0,56,[np.float64(-0.3888888888888889)],[np.float64(-0.17444444444444446)],[1],[0],[0],[1.6758499999996275],['target'],56,0,56,0,84.85019987499982,,,,,10,84.83776558299724,84.85019987499982,84.85019987499982,0.023555708990897983,86.51366195800074,[np.float64(-0.3888888888888889)],[np.float64(-0.17444444444444446)],[1],[0],[0],[1.6758499999996275],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
57,0,57,[np.float64(-0.17)],[np.float64(-0.06111111111111111)],[1],[0],[0],[0.8978928339929553],['target'],57,0,57,0,86.5432057500002,,,,,10,86.53269704099512,86.5432057500002,86.5432057500002,0.018885541998315603,87.43063958300627,[np.float64(-0.17)],[np.float64(-0.06111111111111111)],[1],[0],[0],[0.8978928339929553],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
58,0,58,[np.float64(0.12)],[np.float64(0.028888888888888888)],[1],[0],[0],[1.173676250007702],['target'],58,0,58,0,87.45013587499852,,,,,5,87.441403290999,87.45013587499852,87.45013587499852,0.010617374995490536,88.61514908299432,[np.float64(0.12)],[np.float64(0.028888888888888888)],[1],[0],[0],[1.173676250007702],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
59,0,59,[np.float64(-0.18444444444444444)],[np.float64(-0.2477777777777778)],[1],[0],[0],[1.3246077920048265],['target'],59,0,59,0,88.65193166599784,,,,,10,88.63930708299449,88.65193166599784,88.65193166599784,0.023991625013877638,89.96397720799723,[np.float64(-0.18444444444444444)],[np.float64(-0.2477777777777778)],[1],[0],[0],[1.3246077920048265],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
60,0,60,[np.float64(0.2544444444444444)],[np.float64(0.45666666666666667)],[1],[0],[0],[1.7145063750067493],['target'],60,0,60,0,89.9933775410027,,,,,10,89.9827114159998,89.9933775410027,89.9933775410027,0.01859166700160131,91.69726254099805,[np.float64(0.2544444444444444)],[np.float64(0.45666666666666667)],[1],[0],[0],[1.7145063750067493],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
61,0,61,[np.float64(0.18333333333333332)],[np.float64(0.41555555555555557)],[1],[0],[0],[1.0555964579980355],['target'],61,0,61,0,91.71730420799577,,,,,5,91.70860479099792,91.71730420799577,91.71730420799577,0.01119608299632091,92.76426749999519,[np.float64(0.18333333333333332)],[np.float64(0.41555555555555557)],[1],[0],[0],[1.0555964579980355],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
62,0,62,[np.float64(0.4411111111111111)],[np.float64(0.38222222222222224)],[1],[0],[0],[1.1333224170084577],['target'],62,0,62,0,92.8569255409966,,,,,10,92.84793474999606,92.8569255409966,92.8569255409966,0.08349929199903272,93.98130570800276,[np.float64(0.4411111111111111)],[np.float64(0.38222222222222224)],[1],[0],[0],[1.1333224170084577],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
63,0,63,[np.float64(0.3011111111111111)],[np.float64(-0.1922222222222222)],[1],[0],[0],[1.4299811249948107],['target'],63,0,63,0,94.01184737500444,,,,,10,94.00107645800745,94.01184737500444,94.01184737500444,0.01961962500354275,95.43112574999395,[np.float64(0.3011111111111111)],[np.float64(-0.1922222222222222)],[1],[0],[0],[1.4299811249948107],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
64,0,64,[np.float64(0.08333333333333333)],[np.float64(0.4622222222222222)],[1],[0],[0],[1.4902522079937626],['target'],64,0,64,0,95.44931654099491,,,,,5,95.44109133300663,95.44931654099491,95.44931654099491,0.00980879100097809,96.93140445799509,[np.float64(0.08333333333333333)],[np.float64(0.4622222222222222)],[1],[0],[0],[1.4902522079937626],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
65,0,65,[np.float64(0.44666666666666666)],[np.float64(0.46111111111111114)],[1],[0],[0],[1.2380785419954918],['target'],65,0,65,0,96.9532884999935,,,,,5,96.94371375000628,96.9532884999935,96.9532884999935,0.012169624998932704,98.18185558299592,[np.float64(0.44666666666666666)],[np.float64(0.46111111111111114)],[1],[0],[0],[1.2380785419954918],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
66,0,66,[np.float64(0.39444444444444443)],[np.float64(-0.2511111111111111)],[1],[0],[0],[1.4752051249961369],['target'],66,0,66,0,98.21868383299443,,,,,10,98.20623866599635,98.21868383299443,98.21868383299443,0.0242238329956308,99.68148754100548,[np.float64(0.39444444444444443)],[np.float64(-0.2511111111111111)],[1],[0],[0],[1.4752051249961369],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
67,0,67,"[np.float64(0.13333333333333333), np.float64(0.14555555555555555), np.float64(0.16111111111111112)]","[np.float64(0.35333333333333333), np.float64(0.35333333333333333), np.float64(0.34)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.1223512500000652, 1.6392794580024201, 2.238404540999909]","[None, None, 'target']",67,0,67,0,99.70059716599644,,,,,5,99.69217795800068,99.70059716599644,99.70059716599644,0.010541416995692998,101.93065145799483,"[np.float64(0.13333333333333333), np.float64(0.14555555555555555), np.float64(0.16111111111111112)]","[np.float64(0.35333333333333333), np.float64(0.35333333333333333), np.float64(0.34)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.1223512500000652, 1.6392794580024201, 2.238404540999909]","[None, None, 'target']",,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
68,0,68,[np.float64(0.37555555555555553)],[np.float64(-0.3188888888888889)],[1],[0],[0],[1.4068277499900432],['target'],68,0,68,0,101.9704028749984,,,,,10,101.95710970800428,101.9704028749984,101.9704028749984,0.02624854099121876,103.36398083300446,[np.float64(0.37555555555555553)],[np.float64(-0.3188888888888889)],[1],[0],[0],[1.4068277499900432],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
69,0,69,[np.float64(0.0077777777777777776)],[np.float64(0.2677777777777778)],[1],[0],[0],[1.2900722079939442],['target'],69,0,69,0,103.38359637500253,,,,,5,103.37486749999516,103.38359637500253,103.38359637500253,0.010735833988292143,104.66502250000485,[np.float64(0.0077777777777777776)],[np.float64(0.2677777777777778)],[1],[0],[0],[1.2900722079939442],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
70,0,70,[np.float64(0.18555555555555556)],[np.float64(-0.2733333333333333)],[1],[0],[0],[1.1703191669948865],['target'],70,0,70,0,104.68703674999415,,,,,5,104.67736370800412,104.68703674999415,104.68703674999415,0.012206749990582466,105.847745416002,[np.float64(0.18555555555555556)],[np.float64(-0.2733333333333333)],[1],[0],[0],[1.1703191669948865],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
71,0,71,[np.float64(-0.03777777777777778)],[np.float64(0.4066666666666667)],[1],[0],[0],[1.6259095419954974],['target'],71,0,71,0,105.88461125000322,,,,,10,105.87184954099939,105.88461125000322,105.88461125000322,0.02394316700519994,107.49780233300407,[np.float64(-0.03777777777777778)],[np.float64(0.4066666666666667)],[1],[0],[0],[1.6259095419954974],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
72,0,72,[np.float64(0.11888888888888889)],[np.float64(-0.09777777777777778)],[1],[0],[0],[1.081705584001611],['target'],72,0,72,0,107.52682679099962,,,,,10,107.51625108299777,107.52682679099962,107.52682679099962,0.01830220900592394,108.59800570800144,[np.float64(0.11888888888888889)],[np.float64(-0.09777777777777778)],[1],[0],[0],[1.081705584001611],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
73,0,73,[np.float64(0.26)],[np.float64(0.10333333333333333)],[1],[0],[0],[1.0567859999864595],['target'],73,0,73,0,108.61636070799432,,,,,5,108.6084672500001,108.61636070799432,108.61636070799432,0.010313250008039176,109.66532162499789,[np.float64(0.26)],[np.float64(0.10333333333333333)],[1],[0],[0],[1.0567859999864595],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
74,0,74,[np.float64(0.44666666666666666)],[np.float64(0.30444444444444446)],[1],[0],[0],[1.4533880000089994],['target'],74,0,74,0,109.6889623330062,,,,,5,109.67871458300215,109.6889623330062,109.6889623330062,0.013235125006758608,111.1321633750049,[np.float64(0.44666666666666666)],[np.float64(0.30444444444444446)],[1],[0],[0],[1.4533880000089994],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
75,0,75,[np.float64(0.20444444444444446)],[np.float64(-0.11333333333333333)],[1],[0],[0],[1.219550083987997],['target'],75,0,75,0,111.15634462500748,,,,,5,111.14615358300216,111.15634462500748,111.15634462500748,0.01376854200498201,112.36577195800783,[np.float64(0.20444444444444446)],[np.float64(-0.11333333333333333)],[1],[0],[0],[1.219550083987997],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
76,0,76,[np.float64(-0.07777777777777778)],[np.float64(-0.1288888888888889)],[1],[0],[0],[1.117678208000143],['target'],76,0,76,0,112.39053070799855,,,,,5,112.38011358299991,112.39053070799855,112.39053070799855,0.014189666995662265,113.49785183300264,[np.float64(-0.07777777777777778)],[np.float64(-0.1288888888888889)],[1],[0],[0],[1.117678208000143],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
77,0,77,[np.float64(-0.04666666666666667)],[np.float64(0.08222222222222222)],[1],[0],[0],[1.0533249160071136],['target'],77,0,77,0,113.5227785409952,,,,,5,113.51243895800144,113.5227785409952,113.5227785409952,0.014434666998567991,114.56584374999511,[np.float64(-0.04666666666666667)],[np.float64(0.08222222222222222)],[1],[0],[0],[1.0533249160071136],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
78,0,78,[np.float64(-0.4311111111111111)],[np.float64(0.23)],[1],[0],[0],[1.3213553329987917],['target'],78,0,78,0,114.60682379100763,,,,,10,114.59364954099874,114.60682379100763,114.60682379100763,0.02761270900373347,115.91503025000566,[np.float64(-0.4311111111111111)],[np.float64(0.23)],[1],[0],[0],[1.3213553329987917],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
79,0,79,[np.float64(0.1411111111111111)],[np.float64(0.2477777777777778)],[1],[0],[0],[1.35612066599424],['target'],79,0,79,0,115.93617954100773,,,,,5,115.92678095800511,115.93617954100773,115.93617954100773,0.011581667000427842,117.28296791600587,[np.float64(0.1411111111111111)],[np.float64(0.2477777777777778)],[1],[0],[0],[1.35612066599424],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
80,0,80,[np.float64(0.17)],[np.float64(0.44333333333333336)],[1],[0],[0],[1.2917030419921502],['target'],80,0,80,0,117.31900220799434,,,,,10,117.30627420800738,117.31900220799434,117.31900220799434,0.023147125000832602,118.59801050000533,[np.float64(0.17)],[np.float64(0.44333333333333336)],[1],[0],[0],[1.2917030419921502],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
81,0,81,"[np.float64(-0.13666666666666666), np.float64(-0.12111111111111111)]","[np.float64(0.03333333333333333), np.float64(0.04666666666666667)]","[1, 1]","[0, 0]","[0, 0]","[1.1405926250008633, 1.7233050000068033]","[None, 'target']",81,0,81,0,118.6175618749985,,,,,5,118.6088038750022,118.6175618749985,118.6175618749985,0.010649916002876125,120.33217516599689,"[np.float64(-0.13666666666666666), np.float64(-0.12111111111111111)]","[np.float64(0.03333333333333333), np.float64(0.04666666666666667)]","[1, 1]","[0, 0]","[0, 0]","[1.1405926250008633, 1.7233050000068033]","[None, 'target']",,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
82,0,82,[np.float64(0.2788888888888889)],[np.float64(-0.14333333333333334)],[1],[0],[0],[1.2565811249951366],['target'],82,0,82,0,120.37145291600609,,,,,10,120.35847120800463,120.37145291600609,120.37145291600609,0.026111958999536,121.61508800000593,[np.float64(0.2788888888888889)],[np.float64(-0.14333333333333334)],[1],[0],[0],[1.2565811249951366],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
83,0,83,[np.float64(0.21444444444444444)],[np.float64(0.08)],[1],[0],[0],[1.1912246659921948],['target'],83,0,83,0,121.63338137499522,,,,,5,121.62556804099586,121.63338137499522,121.63338137499522,0.010349332995247096,122.81686079100473,[np.float64(0.21444444444444444)],[np.float64(0.08)],[1],[0],[0],[1.1912246659921948],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
84,0,84,[np.float64(0.48777777777777775)],[np.float64(0.06222222222222222)],[1],[0],[0],[1.2551739580085268],['target'],84,0,84,0,122.85663804100477,,,,,10,122.84343550000631,122.85663804100477,122.85663804100477,0.02641716701327823,124.09865954100678,[np.float64(0.48777777777777775)],[np.float64(0.06222222222222222)],[1],[0],[0],[1.2551739580085268],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
85,0,85,[np.float64(0.19333333333333333)],[np.float64(-0.31777777777777777)],[1],[0],[0],[1.5285794170049485],['target'],85,0,85,0,124.13045687500562,,,,,10,124.11972262500785,124.13045687500562,124.13045687500562,0.02089599998726044,125.64835020799364,[np.float64(0.19333333333333333)],[np.float64(-0.31777777777777777)],[1],[0],[0],[1.5285794170049485],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
86,0,86,[np.float64(-0.04111111111111111)],[np.float64(0.2633333333333333)],[1],[0],[0],[1.2901475419930648],['target'],86,0,86,0,125.667024416005,,,,,5,125.65839683299419,125.667024416005,125.667024416005,0.009897708994685672,126.94860299999709,[np.float64(-0.04111111111111111)],[np.float64(0.2633333333333333)],[1],[0],[0],[1.2901475419930648],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
87,0,87,[np.float64(-0.06444444444444444)],[np.float64(0.27666666666666667)],[1],[0],[0],[0.860266750009032],['target'],87,0,87,0,126.9829612080066,,,,,10,126.97146312499535,126.9829612080066,126.9829612080066,0.022721500004990958,127.83178249999764,[np.float64(-0.06444444444444444)],[np.float64(0.27666666666666667)],[1],[0],[0],[0.860266750009032],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
88,0,88,[np.float64(-0.16333333333333333)],[np.float64(-0.18777777777777777)],[1],[0],[0],[1.33967458299594],['target'],88,0,88,0,127.85263183299685,,,,,5,127.84344954100379,127.85263183299685,127.85263183299685,0.011503916000947356,129.18319424999936,[np.float64(-0.16333333333333333)],[np.float64(-0.18777777777777777)],[1],[0],[0],[1.33967458299594],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
89,0,89,[np.float64(0.09444444444444444)],[np.float64(-0.19444444444444445)],[1],[0],[0],[0.8914891249878565],['target'],89,0,89,0,129.2195811660058,,,,,10,129.20697633300733,129.2195811660058,129.2195811660058,0.02362079100566916,130.09851195800002,[np.float64(0.09444444444444444)],[np.float64(-0.19444444444444445)],[1],[0],[0],[0.8914891249878565],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
90,0,90,[np.float64(-0.08777777777777777)],[np.float64(0.4577777777777778)],[1],[0],[0],[1.5813712079980178],['target'],90,0,90,0,130.127708333006,,,,,10,130.1171981660009,130.127708333006,130.127708333006,0.018542290999903344,131.69862079099403,[np.float64(-0.08777777777777777)],[np.float64(0.4577777777777778)],[1],[0],[0],[1.5813712079980178],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
91,0,91,[np.float64(-0.4011111111111111)],[np.float64(-0.29333333333333333)],[1],[0],[0],[1.796914624996134],['target'],91,0,91,0,131.72948441600602,,,,,10,131.71840208300273,131.72948441600602,131.72948441600602,0.01963012499618344,133.51536612500786,[np.float64(-0.4011111111111111)],[np.float64(-0.29333333333333333)],[1],[0],[0],[1.796914624996134],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
92,0,92,[np.float64(-0.17666666666666667)],[np.float64(-0.06333333333333334)],[1],[0],[0],[1.006272042010096],['target'],92,0,92,0,133.53564633299538,,,,,5,133.52649254100106,133.53564633299538,133.53564633299538,0.010995999997248873,134.53283475000353,[np.float64(-0.17666666666666667)],[np.float64(-0.06333333333333334)],[1],[0],[0],[1.006272042010096],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
93,0,93,[np.float64(0.4066666666666667)],[np.float64(0.4711111111111111)],[1],[0],[0],[1.806178708007792],['target'],93,0,93,0,134.5715089160076,,,,,10,134.55860550000216,134.5715089160076,134.5715089160076,0.02561616600723937,136.36482516600518,[np.float64(0.4066666666666667)],[np.float64(0.4711111111111111)],[1],[0],[0],[1.806178708007792],['target'],,,,,003,001,2025-09-27_23h08.21.488,VisualSearch,,2025.1.1,None,2025-09-27 23h08.29.066818 +0530,
