reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,57,45,81,81,0,t,4.802715833997354,None,0,81,81,58,523.8638606670429,,523.8563020420261,523.8638606670429,524.847094124998,524.847094124998,524.8534744170029,529.6551689589978,t,4.802715833997354,None,04,001,2025-10-30_00h07.50.512,delay discounting,,2025.1.1,120.46759492596556,2025-10-30 00h08.04.192309 +0530,
78,80,162,82,82,0,t,5.047461417037994,None,0,82,82,6,529.6692121670349,,529.6610764590441,529.6692121670349,530.656264875026,530.656264875026,530.6635933750076,535.7055117090349,t,5.047461417037994,None,04,001,2025-10-30_00h07.50.512,delay discounting,,2025.1.1,120.46759492596556,2025-10-30 00h08.04.192309 +0530,
72,77,60,83,83,0,t,5.864974958996754,None,0,83,83,63,535.7196905420278,,535.7123524590279,535.7196905420278,536.7055400420213,536.7055400420213,536.7139160840306,542.5720800420386,t,5.864974958996754,None,04,001,2025-10-30_00h07.50.512,delay discounting,,2025.1.1,120.46759492596556,2025-10-30 00h08.04.192309 +0530,
44,64,21,84,84,0,t,3.797637916984968,None,0,84,84,50,542.5866399590159,,542.5792414169991,542.5866399590159,543.5720584170194,543.5720584170194,543.5810617090319,547.3724880840164,t,3.797637916984968,None,04,001,2025-10-30_00h07.50.512,delay discounting,,2025.1.1,120.46759492596556,2025-10-30 00h08.04.192309 +0530,
13,20,3,85,85,0,l,2.3099993329960853,None,0,85,85,13,547.3866485420149,,547.3792782500386,547.3866485420149,548.3823781250394,548.3823781250394,548.3988499169936,550.7002941250103,l,2.3099993329960853,None,04,001,2025-10-30_00h07.50.512,delay discounting,,2025.1.1,120.46759492596556,2025-10-30 00h08.04.192309 +0530,
16,34,270,86,86,0,t,3.493772291985806,None,0,86,86,86,550.7159527090262,,550.7080552090192,550.7159527090262,551.697996834002,551.697996834002,551.7149659169954,555.1998907499947,t,3.493772291985806,None,04,001,2025-10-30_00h07.50.512,delay discounting,,2025.1.1,120.46759492596556,2025-10-30 00h08.04.192309 +0530,
79,122,24,87,87,0,t,4.538636624987703,None,0,87,87,53,555.2140318750171,,555.2063787920051,555.2140318750171,556.1985312500037,556.1985312500037,556.2046529170475,560.7393493750133,t,4.538636624987703,None,04,001,2025-10-30_00h07.50.512,delay discounting,,2025.1.1,120.46759492596556,2025-10-30 00h08.04.192309 +0530,
92,131,60,88,88,0,t,3.0263782079564407,None,0,88,88,64,560.7532285840134,,560.745647542004,560.7532285840134,561.7389610840473,561.7389610840473,561.7482812920352,564.7668830420007,t,3.0263782079564407,None,04,001,2025-10-30_00h07.50.512,delay discounting,,2025.1.1,120.46759492596556,2025-10-30 00h08.04.192309 +0530,
11,30,7,89,89,0,l,1.5074654589989223,None,0,89,89,0,564.7828347500181,,564.7751993340207,564.7828347500181,565.7649497920065,565.7649497920065,565.782127750048,567.2839850840392,l,1.5074654589989223,None,04,001,2025-10-30_00h07.50.512,delay discounting,,2025.1.1,120.46759492596556,2025-10-30 00h08.04.192309 +0530,
25,53,14,90,90,0,t,2.8917248750221916,None,0,90,90,38,567.2988391669933,,567.2913318750216,567.2988391669933,568.2816042500199,568.2816042500199,568.2878590840264,571.1839178749942,t,2.8917248750221916,None,04,001,2025-10-30_00h07.50.512,delay discounting,,2025.1.1,120.46759492596556,2025-10-30 00h08.04.192309 +0530,
95,140,21,91,91,0,l,2.001625749981031,None,0,91,91,52,571.198954459047,,571.1909704590216,571.198954459047,572.1817464590422,572.1817464590422,572.1877894170466,574.190208959044,l,2.001625749981031,None,04,001,2025-10-30_00h07.50.512,delay discounting,,2025.1.1,120.46759492596556,2025-10-30 00h08.04.192309 +0530,
29,52,2,92,92,0,l,1.7083433339721523,None,0,92,92,10,574.2041372500244,,574.1968609589967,574.2041372500244,575.190163124993,575.190163124993,575.1991400420084,576.9009154170053,l,1.7083433339721523,None,04,001,2025-10-30_00h07.50.512,delay discounting,,2025.1.1,120.46759492596556,2025-10-30 00h08.04.192309 +0530,
38,51,3,93,93,0,l,1.9509521670406684,None,0,93,93,14,576.9163041670108,,576.908469417016,576.9163041670108,577.8985382090323,577.8985382090323,577.9158352499944,579.8563947920338,l,1.9509521670406684,None,04,001,2025-10-30_00h07.50.512,delay discounting,,2025.1.1,120.46759492596556,2025-10-30 00h08.04.192309 +0530,
5,58,150,94,94,0,l,2.604733375017531,None,0,94,94,73,579.8686151670408,,579.8615738340304,579.8686151670408,580.8487599170185,580.8487599170185,580.8659537500353,583.4568445000332,l,2.604733375017531,None,04,001,2025-10-30_00h07.50.512,delay discounting,,2025.1.1,120.46759492596556,2025-10-30 00h08.04.192309 +0530,
59,101,90,95,95,0,t,3.1109538339660503,None,0,95,95,67,583.4712668750435,,583.4641509590438,583.4712668750435,584.4572103749961,584.4572103749961,584.4654680000385,587.5735128340311,t,3.1109538339660503,None,04,001,2025-10-30_00h07.50.512,delay discounting,,2025.1.1,120.46759492596556,2025-10-30 00h08.04.192309 +0530,
57,74,5,96,96,0,l,6.328752874978818,None,0,96,96,25,587.5861944589997,,587.5796917920234,587.5861944589997,588.5655673750443,588.5655673750443,588.5828514590394,594.9011483750073,l,6.328752874978818,None,04,001,2025-10-30_00h07.50.512,delay discounting,,2025.1.1,120.46759492596556,2025-10-30 00h08.04.192309 +0530,
80,99,3,97,97,0,l,2.299048541986849,None,0,97,97,18,594.9153922920232,,594.9074480000418,594.9153922920232,595.8993960840162,595.8993960840162,595.9055377500481,598.2012920000125,l,2.299048541986849,None,04,001,2025-10-30_00h07.50.512,delay discounting,,2025.1.1,120.46759492596556,2025-10-30 00h08.04.192309 +0530,
78,113,210,98,98,0,t,6.13129566697171,None,0,98,98,84,598.2160866250051,,598.2080041670124,598.2160866250051,599.1996394590242,599.1996394590242,599.2060122090043,605.3348709170241,t,6.13129566697171,None,04,001,2025-10-30_00h07.50.512,delay discounting,,2025.1.1,120.46759492596556,2025-10-30 00h08.04.192309 +0530,
76,115,365,99,99,0,t,7.362526874989271,None,0,99,99,99,605.3498045420274,,605.3417640420375,605.3498045420274,606.3328027920215,606.3328027920215,606.3387080000248,613.7023795840214,t,7.362526874989271,None,04,001,2025-10-30_00h07.50.512,delay discounting,,2025.1.1,120.46759492596556,2025-10-30 00h08.04.192309 +0530,
